Time_o;observed
2017-05-11 21:49;1.015018
2017-05-11 21:59;1.215197
2017-05-11 22:09;1.26618
2017-05-11 22:20;1.259166
2017-05-11 22:30;1.202012
2017-05-11 22:40;1.232876
2017-05-11 22:49;1.220105
2017-05-11 22:59;1.233285
2017-05-11 23:09;1.258736
2017-05-11 23:19;1.260039
2017-05-11 23:29;1.208799
2017-05-11 23:39;1.206936
2017-05-11 23:49;1.1594
2017-05-11 23:59;1.162683
2017-05-12 00:09;1.127047
2017-05-12 00:19;1.083549
2017-05-12 00:29;1.145669
2017-05-12 00:39;1.12065
2017-05-12 00:49;1.069979
2017-05-12 00:59;1.106315
2017-05-12 01:09;1.115874
2017-05-12 01:19;1.086595
2017-05-12 01:29;1.096388
2017-05-12 01:39;1.031146
2017-05-12 01:49;0.99468
2017-05-12 01:59;0.965072
2017-05-12 02:08;0.983995
2017-05-12 02:18;1.063964
2017-05-12 02:28;1.119547
2017-05-12 02:38;1.15699
2017-05-12 02:48;1.233139
2017-05-12 02:58;1.192138
2017-05-12 03:08;1.216004
2017-05-12 03:18;1.228823
2017-05-12 03:28;1.216021
2017-05-12 03:38;1.139935
2017-05-12 03:48;1.14411
2017-05-12 03:58;1.254993
2017-05-12 04:08;1.271039
2017-05-12 04:18;1.232385
2017-05-12 04:28;1.21629
2017-05-12 04:38;1.241878
2017-05-12 04:48;1.267388
2017-05-12 04:58;1.283218
2017-05-12 05:08;1.41496
2017-05-12 05:18;1.450016
2017-05-12 05:27;1.306916
2017-05-12 05:37;1.352277
2017-05-12 05:47;1.371938
2017-05-12 05:57;1.414466
2017-05-12 06:07;1.581331
2017-05-12 06:17;1.679099
2017-05-12 06:27;1.826377
2017-05-12 06:37;1.898128
2017-05-12 06:47;1.929557
2017-05-12 06:57;2.019658
2017-05-12 07:07;1.862592
2017-05-12 07:17;1.917813
2017-05-12 07:26;1.850339
2017-05-12 07:36;1.827668
2017-05-12 07:46;1.821476
2017-05-12 07:56;1.827496
2017-05-12 08:06;1.885616
2017-05-12 08:16;1.907369
2017-05-12 08:26;1.915623
2017-05-12 08:36;1.918474
2017-05-12 08:46;2.082456
2017-05-12 08:56;2.052239
2017-05-12 09:06;2.017283
2017-05-12 09:16;2.070403
2017-05-12 09:26;1.991206
2017-05-12 09:36;2.015657
2017-05-12 09:46;2.200029
2017-05-12 09:55;2.548749
2017-05-12 10:05;2.556444
2017-05-12 10:15;2.864919
2017-05-12 10:25;2.757428
2017-05-12 10:35;2.772714
2017-05-12 10:45;2.853707
2017-05-12 10:55;2.748016
2017-05-12 11:05;2.811797
2017-05-12 11:15;2.785845
2017-05-12 11:25;2.65755
2017-05-12 11:35;2.660506
2017-05-12 11:45;2.620297
2017-05-12 11:55;2.602518
2017-05-12 12:05;2.651062
2017-05-12 12:15;2.683408
2017-05-12 12:24;2.576496
2017-05-12 12:34;2.589493
2017-05-12 12:44;2.432182
2017-05-12 12:54;2.534944
2017-05-12 13:04;2.483481
2017-05-12 13:14;2.570781
2017-05-12 13:24;2.596343
2017-05-12 13:34;2.508563
2017-05-12 13:44;2.477938
2017-05-12 13:54;2.662862
2017-05-12 14:04;2.733877
2017-05-12 14:14;2.627301
2017-05-12 14:24;2.441012
2017-05-12 14:34;2.211894
2017-05-12 14:44;2.301537
2017-05-12 14:53;2.220206
2017-05-12 15:03;2.140522
2017-05-12 15:13;2.031091
2017-05-12 15:23;2.110155
2017-05-12 15:33;1.732406
2017-05-12 15:43;1.72409
2017-05-12 15:53;2.136491
2017-05-12 16:03;1.967725
2017-05-12 16:14;1.587741
2017-05-12 16:24;1.952178
2017-05-12 16:34;2.047328
2017-05-12 16:44;1.946433
2017-05-12 16:54;1.896604
2017-05-12 17:04;1.816123
2017-05-12 17:14;1.952951
2017-05-12 17:24;1.986531
2017-05-12 17:34;1.872216
2017-05-12 17:44;1.92353
2017-05-12 17:53;2.092478
2017-05-12 18:03;2.068024
2017-05-12 18:13;2.153765
2017-05-12 18:23;2.078833
2017-05-12 18:33;2.007354
2017-05-12 18:43;2.034031
2017-05-12 18:53;1.904802
2017-05-12 19:03;2.033333
2017-05-12 19:13;1.90614
2017-05-12 19:23;1.941633
2017-05-12 19:33;1.998906
2017-05-12 19:43;1.726794
2017-05-12 19:53;1.788008
2017-05-12 20:03;1.823294
2017-05-12 20:13;1.956525
2017-05-12 20:22;1.961944
2017-05-12 20:32;2.1729
2017-05-12 20:42;2.018825
2017-05-12 20:52;2.021987
2017-05-12 21:02;2.073778
2017-05-12 21:12;2.05214
2017-05-12 21:22;2.113839
2017-05-12 21:32;2.161364
2017-05-12 21:42;2.189542
2017-05-12 21:52;2.175841
2017-05-12 22:02;2.120294
2017-05-12 22:12;2.294814
2017-05-12 22:22;2.566457
2017-05-12 22:32;2.703322
2017-05-12 22:42;2.666865
2017-05-12 22:51;2.686251
2017-05-12 23:01;2.841784
2017-05-12 23:11;2.893706
2017-05-12 23:21;2.777764
2017-05-12 23:31;2.796576
2017-05-12 23:41;2.70133
2017-05-12 23:51;2.676648
2017-05-13 00:01;2.676041
2017-05-13 00:11;2.764252
2017-05-13 00:21;2.642815
2017-05-13 00:31;2.713828
2017-05-13 00:41;2.727009
2017-05-13 00:51;2.721614
2017-05-13 01:01;2.801002
2017-05-13 01:11;2.778206
2017-05-13 01:20;2.712081
2017-05-13 01:30;2.664244
2017-05-13 01:40;2.675587
2017-05-13 01:50;2.632493
2017-05-13 02:00;2.636246
2017-05-13 02:10;2.627194
2017-05-13 02:20;2.61546
2017-05-13 02:30;2.615143
2017-05-13 02:40;2.493448
2017-05-13 02:50;2.526033
2017-05-13 03:01;2.485211
2017-05-13 03:10;2.460846
2017-05-13 03:20;2.395641
2017-05-13 03:30;2.397168
2017-05-13 03:40;2.338886
2017-05-13 03:50;2.313292
2017-05-13 04:00;2.307177
2017-05-13 04:10;2.349516
2017-05-13 04:20;2.339127
2017-05-13 04:30;2.418752
2017-05-13 04:40;2.455122
2017-05-13 04:50;2.421208
2017-05-13 05:00;2.513467
2017-05-13 05:10;2.508942
2017-05-13 05:20;2.451583
2017-05-13 05:30;2.488394
2017-05-13 05:40;2.466682
2017-05-13 05:50;2.63438
2017-05-13 06:00;2.735516
2017-05-13 06:10;2.665279
2017-05-13 06:20;2.666036
2017-05-13 06:29;2.656009
2017-05-13 06:39;2.612598
2017-05-13 06:49;2.612007
2017-05-13 06:59;2.740446
2017-05-13 07:09;2.745264
2017-05-13 07:19;2.752837
2017-05-13 07:29;2.690003
2017-05-13 07:39;2.64152
2017-05-13 07:49;2.689714
2017-05-13 07:59;2.693253
2017-05-13 08:09;2.858328
2017-05-13 08:19;3.045216
2017-05-13 08:29;3.356295
2017-05-13 08:39;3.473123
2017-05-13 08:49;3.601825
2017-05-13 08:59;3.500684
2017-05-13 09:09;3.476161
2017-05-13 09:19;3.380385
2017-05-13 09:29;3.523639
2017-05-13 09:39;3.477574
2017-05-13 09:48;3.217656
2017-05-13 09:58;3.22603
2017-05-13 10:08;3.103073
2017-05-13 10:18;3.147696
2017-05-13 10:28;3.192807
2017-05-13 10:38;3.170231
2017-05-13 10:48;3.06308
2017-05-13 10:58;3.062159
2017-05-13 11:08;3.103111
2017-05-13 11:18;3.064197
2017-05-13 11:28;2.988086
2017-05-13 11:38;2.941147
2017-05-13 11:48;2.967604
2017-05-13 11:58;3.028658
2017-05-13 12:08;2.851146
2017-05-13 12:18;2.770924
2017-05-13 12:28;2.724066
2017-05-13 12:38;2.690183
2017-05-13 12:48;2.645877
2017-05-13 12:58;2.64071
2017-05-13 13:07;2.619433
2017-05-13 13:17;2.596895
2017-05-13 13:27;2.447542
2017-05-13 13:37;2.365144
2017-05-13 13:47;2.353545
2017-05-13 13:57;2.235384
2017-05-13 14:07;2.294661
2017-05-13 14:17;2.3412
2017-05-13 14:27;2.400179
2017-05-13 14:37;2.393513
2017-05-13 14:47;2.385933
2017-05-13 14:57;2.358324
2017-05-13 15:07;2.424142
2017-05-13 15:17;2.406691
2017-05-13 15:27;2.401056
2017-05-13 15:37;2.545744
2017-05-13 15:47;2.482682
2017-05-13 15:57;2.450758
2017-05-13 16:07;2.512678
2017-05-13 16:17;2.52378
2017-05-13 16:26;2.481518
2017-05-13 16:36;2.523133
2017-05-13 16:46;2.470367
2017-05-13 16:56;2.497759
2017-05-13 17:06;2.445088
2017-05-13 17:16;2.474686
2017-05-13 17:26;2.495703
2017-05-13 17:36;2.493991
2017-05-13 17:46;2.517383
2017-05-13 17:56;2.518945
2017-05-13 18:06;2.550649
2017-05-13 18:16;2.469806
2017-05-13 18:26;2.419673
2017-05-13 18:36;2.426277
2017-05-13 18:46;2.407181
2017-05-13 18:56;2.409406
2017-05-13 19:06;2.451668
2017-05-13 19:16;2.359825
2017-05-13 19:26;2.381972
2017-05-13 19:36;2.403573
2017-05-13 19:45;2.362846
2017-05-13 19:55;2.354746
2017-05-13 20:05;2.390892
2017-05-13 20:15;2.385689
2017-05-13 20:25;2.400217
2017-05-13 20:35;2.37301
2017-05-13 20:45;2.198583
2017-05-13 20:55;2.272921
2017-05-13 21:05;2.354685
2017-05-13 21:15;2.241512
2017-05-13 21:25;2.287827
2017-05-13 21:35;2.206563
2017-05-13 21:45;2.28094
2017-05-13 21:55;2.41067
2017-05-13 22:05;2.363346
2017-05-13 22:15;2.204334
2017-05-13 22:25;2.246203
2017-05-13 22:35;2.268111
2017-05-13 22:45;2.254872
2017-05-13 22:55;2.280236
2017-05-13 23:04;2.309335
2017-05-13 23:14;2.294547
2017-05-13 23:24;2.265882
2017-05-13 23:34;2.311861
2017-05-13 23:44;2.312691
2017-05-13 23:54;2.283829
2017-05-14 00:04;2.325792
2017-05-14 00:14;2.327723
2017-05-14 00:24;2.271419
2017-05-14 00:34;2.300791
2017-05-14 00:44;2.324723
2017-05-14 00:54;2.374904
2017-05-14 01:04;2.404303
2017-05-14 01:14;2.486076
2017-05-14 01:24;2.478739
2017-05-14 01:34;2.471047
2017-05-14 01:44;2.480375
2017-05-14 01:54;2.478683
2017-05-14 02:04;2.487558
2017-05-14 02:14;2.426391
2017-05-14 02:23;2.24332
2017-05-14 02:33;2.173852
2017-05-14 02:43;2.166699
2017-05-14 02:53;2.193372
2017-05-14 03:03;2.197255
2017-05-14 03:13;2.15372
2017-05-14 03:23;2.125767
2017-05-14 03:33;1.989298
2017-05-14 03:43;1.982734
2017-05-14 03:53;1.978709
2017-05-14 04:03;1.920434
2017-05-14 04:13;1.917107
2017-05-14 04:23;1.961643
2017-05-14 04:33;1.983322
2017-05-14 04:43;2.081708
2017-05-14 04:53;2.097717
2017-05-14 05:03;2.007979
2017-05-14 05:13;2.068135
2017-05-14 05:23;2.005439
2017-05-14 05:33;2.156341
2017-05-14 05:42;2.193932
2017-05-14 05:52;2.161965
2017-05-14 06:02;2.080403
2017-05-14 06:12;2.190411
2017-05-14 06:22;2.173641
2017-05-14 06:32;2.216989
2017-05-14 06:42;2.247555
2017-05-14 06:52;2.290214
2017-05-14 07:02;2.375711
2017-05-14 07:12;2.423729
2017-05-14 07:22;2.423862
2017-05-14 07:32;2.425
2017-05-14 07:42;2.425577
2017-05-14 07:52;2.476233
2017-05-14 08:02;2.483006
2017-05-14 08:12;2.478165
2017-05-14 08:22;2.449911
2017-05-14 08:32;2.510352
2017-05-14 08:42;2.47947
2017-05-14 08:52;2.301052
2017-05-14 09:01;2.389724
2017-05-14 09:11;2.173927
2017-05-14 09:21;2.27892
2017-05-14 09:31;2.259942
2017-05-14 09:41;2.310961
2017-05-14 09:51;2.386502
2017-05-14 10:01;2.300879
2017-05-14 10:11;2.260539
2017-05-14 10:21;1.900793
2017-05-14 10:31;1.90519
2017-05-14 10:41;1.827497
2017-05-14 10:51;1.822709
2017-05-14 11:01;1.988837
2017-05-14 11:11;1.808749
2017-05-14 11:21;1.827337
2017-05-14 11:31;1.708369
2017-05-14 11:41;1.992422
2017-05-14 11:51;1.477177
2017-05-14 12:01;1.371772
2017-05-14 12:11;1.317428
2017-05-14 12:20;1.295769
2017-05-14 12:30;0.948132
2017-05-14 12:40;1.141629
2017-05-14 12:50;1.295778
2017-05-14 13:00;1.239481
2017-05-14 13:10;1.138477
2017-05-14 13:20;1.039165
2017-05-14 13:30;0.959533
2017-05-14 13:40;0.659263
2017-05-14 13:50;0.591602
2017-05-14 14:00;0.711784
2017-05-14 14:10;0.679619
2017-05-14 14:20;0.536161
2017-05-14 14:30;0.731188
2017-05-14 14:40;0.322202
2017-05-14 14:50;0.612683
2017-05-14 15:00;0.331796
2017-05-14 15:10;0.189636
2017-05-14 15:20;-0.131927
2017-05-14 15:30;0.246628
2017-05-14 15:39;-0.175749
2017-05-14 15:49;-0.178424
2017-05-14 15:59;-0.100554
2017-05-14 16:09;0.14771
2017-05-14 16:19;-0.327342
2017-05-14 16:29;-0.149641
2017-05-14 16:39;-0.228442
2017-05-14 16:49;-0.280667
2017-05-14 16:59;-0.393656
2017-05-14 17:09;-0.277878
2017-05-14 17:19;-0.201234
2017-05-14 17:29;-0.543319
2017-05-14 17:39;-0.349661
2017-05-14 17:49;-0.360065
2017-05-14 17:59;-0.458349
2017-05-14 18:09;-0.159436
2017-05-14 18:19;-0.199649
2017-05-14 18:29;-0.259609
2017-05-14 18:39;-0.184349
2017-05-14 18:49;0.118762
2017-05-14 18:58;0.046254
2017-05-14 19:08;0.102843
2017-05-14 19:18;0.360312
2017-05-14 19:28;0.564013
2017-05-14 19:38;0.705896
2017-05-14 19:48;0.79826
2017-05-14 19:58;0.83772
2017-05-14 20:08;0.696
2017-05-14 20:18;0.750741
2017-05-14 20:28;1.321011
2017-05-14 20:38;1.408827
2017-05-14 20:48;1.537679
2017-05-14 20:58;1.495336
2017-05-14 21:08;1.226565
2017-05-14 21:18;1.261802
2017-05-14 21:28;1.523413
2017-05-14 21:38;1.201671
2017-05-14 21:48;1.41477
2017-05-14 21:58;1.484019
2017-05-14 22:08;1.471512
2017-05-14 22:17;1.391535
2017-05-14 22:27;1.506665
2017-05-14 22:37;1.513115
2017-05-14 22:47;1.550718
2017-05-14 22:57;1.632328
2017-05-14 23:07;1.513848
2017-05-14 23:17;1.464588
2017-05-14 23:27;1.480695
2017-05-14 23:37;1.427308
2017-05-14 23:47;1.461336
2017-05-14 23:57;1.481825
2017-05-15 00:07;1.49143
2017-05-15 00:17;1.450652
2017-05-15 00:27;1.519723
2017-05-15 00:37;1.514085
2017-05-15 00:47;1.517401
2017-05-15 00:57;1.56454
2017-05-15 01:07;1.612217
2017-05-15 01:17;1.547437
2017-05-15 01:27;1.534749
2017-05-15 01:36;1.639081
2017-05-15 01:46;1.525612
2017-05-15 01:56;1.534091
2017-05-15 02:06;1.563008
2017-05-15 02:16;1.503538
2017-05-15 02:26;1.481627
2017-05-15 02:36;1.416979
2017-05-15 02:46;1.52511
2017-05-15 02:56;1.553312
2017-05-15 03:06;1.565345
2017-05-15 03:16;1.428211
2017-05-15 03:26;1.333147
2017-05-15 03:36;1.306109
2017-05-15 03:46;1.331799
2017-05-15 03:56;1.446301
2017-05-15 04:06;1.35932
2017-05-15 04:16;1.370447
2017-05-15 04:26;1.408577
2017-05-15 04:36;1.386255
2017-05-15 04:46;1.371372
2017-05-15 04:55;1.324806
2017-05-15 05:05;1.409095
2017-05-15 05:15;1.384171
2017-05-15 05:25;1.474464
2017-05-15 05:35;1.602869
2017-05-15 05:45;1.518313
2017-05-15 05:55;1.61265
2017-05-15 06:05;1.588603
2017-05-15 06:15;1.600613
2017-05-15 06:25;1.627676
2017-05-15 06:35;1.614717
2017-05-15 06:45;1.68206
2017-05-15 06:55;1.649926
2017-05-15 07:05;1.762423
2017-05-15 07:15;1.743036
2017-05-15 07:25;1.696774
2017-05-15 07:35;1.719245
2017-05-15 07:45;1.612025
2017-05-15 07:55;1.472925
2017-05-15 08:05;1.409848
2017-05-15 08:14;1.239467
2017-05-15 08:24;1.086733
2017-05-15 08:34;1.121966
2017-05-15 08:44;1.393298
2017-05-15 08:54;1.592948
2017-05-15 09:04;1.389403
2017-05-15 09:14;1.165566
2017-05-15 09:24;1.488027
2017-05-15 09:34;1.509109
2017-05-15 09:44;1.243338
2017-05-15 09:54;0.84039
2017-05-15 10:04;0.957185
2017-05-15 10:14;1.30871
2017-05-15 10:24;1.021746
2017-05-15 10:34;1.038877
2017-05-15 10:44;1.146178
2017-05-15 10:54;0.781524
2017-05-15 11:04;1.142088
2017-05-15 11:14;0.864554
2017-05-15 11:24;1.348324
2017-05-15 11:33;1.226087
2017-05-15 11:43;1.231457
2017-05-15 11:53;0.745196
2017-05-15 12:03;0.93981
2017-05-15 12:13;0.593494
2017-05-15 12:23;0.318378
2017-05-15 12:33;0.607615
2017-05-15 12:43;0.614346
2017-05-15 12:53;0.321413
2017-05-15 13:03;0.356588
2017-05-15 13:13;0.783356
2017-05-15 13:23;0.847803
2017-05-15 13:33;1.271025
2017-05-15 13:43;1.139278
2017-05-15 13:53;0.694504
2017-05-15 14:03;0.346061
2017-05-15 14:13;0.647067
2017-05-15 14:23;0.361471
2017-05-15 14:33;1.068799
2017-05-15 14:43;1.531497
2017-05-15 14:52;1.673322
2017-05-15 15:02;1.823759
2017-05-15 15:12;1.659172
2017-05-15 15:22;1.192988
2017-05-15 15:32;1.068773
2017-05-15 15:42;1.436601
2017-05-15 15:52;1.299001
2017-05-15 16:02;1.394309
2017-05-15 16:12;1.782615
2017-05-15 16:22;1.546255
2017-05-15 16:32;1.908474
2017-05-15 16:42;1.974337
2017-05-15 16:52;2.116099
2017-05-15 17:02;1.946692
2017-05-15 17:12;1.667322
2017-05-15 17:22;2.086718
2017-05-15 17:32;2.102813
2017-05-15 17:42;2.216296
2017-05-15 17:52;2.184056
2017-05-15 18:02;2.101021
2017-05-15 18:11;2.027614
2017-05-15 18:21;2.108954
2017-05-15 18:31;2.220179
2017-05-15 18:41;2.003873
2017-05-15 18:51;1.921843
2017-05-15 19:01;2.046323
2017-05-15 19:11;2.067155
2017-05-15 19:21;2.007692
2017-05-15 19:31;2.278096
2017-05-15 19:41;2.5418
2017-05-15 19:51;2.62003
2017-05-15 20:01;2.564855
2017-05-15 20:11;2.831097
2017-05-15 20:21;2.749817
2017-05-15 20:31;2.788871
2017-05-15 20:41;2.757023
2017-05-15 20:51;2.704891
2017-05-15 21:01;2.440816
2017-05-15 21:11;2.56314
2017-05-15 21:21;2.480105
2017-05-15 21:30;2.43785
2017-05-15 21:40;2.408957
2017-05-15 21:50;2.494506
2017-05-15 22:00;2.525718
2017-05-15 22:10;2.542078
2017-05-15 22:20;2.559296
2017-05-15 22:30;2.559446
2017-05-15 22:40;2.541436
2017-05-15 22:50;2.51783
2017-05-15 23:00;2.478111
2017-05-15 23:10;2.412393
2017-05-15 23:20;2.444078
2017-05-15 23:30;2.41384
2017-05-15 23:40;2.371246
2017-05-15 23:50;2.317684
2017-05-16 00:00;2.476817
2017-05-16 00:10;2.370141
2017-05-16 00:20;2.28918
2017-05-16 00:30;2.269192
2017-05-16 00:40;2.253264
2017-05-16 00:49;2.271685
2017-05-16 00:59;2.366221
2017-05-16 01:09;2.46004
2017-05-16 01:19;2.381793
2017-05-16 01:29;2.278133
2017-05-16 01:39;2.247058
2017-05-16 01:49;2.283583
2017-05-16 01:59;2.213136
2017-05-16 02:09;2.039444
2017-05-16 02:19;1.972618
2017-05-16 02:29;1.943373
2017-05-16 02:39;1.885129
2017-05-16 02:49;1.972526
2017-05-16 02:59;1.934124
2017-05-16 03:09;1.860436
2017-05-16 03:19;1.835595
2017-05-16 03:29;1.908428
2017-05-16 03:39;1.891489
2017-05-16 03:49;1.853974
2017-05-16 03:59;1.828706
2017-05-16 04:08;1.818091
2017-05-16 04:18;1.782545
2017-05-16 04:28;1.809572
2017-05-16 04:38;1.866148
2017-05-16 04:48;1.921998
2017-05-16 04:58;1.872309
2017-05-16 05:08;1.900919
2017-05-16 05:18;1.85492
2017-05-16 05:28;1.6441
2017-05-16 05:38;1.880157
2017-05-16 05:48;1.884121
2017-05-16 05:58;1.851076
2017-05-16 06:08;1.991932
2017-05-16 06:18;2.016269
2017-05-16 06:28;1.953361
2017-05-16 06:38;1.977971
2017-05-16 06:48;2.065429
2017-05-16 06:58;2.048736
2017-05-16 07:08;1.978026
2017-05-16 07:18;1.973086
2017-05-16 07:27;2.012
2017-05-16 07:37;2.066956
2017-05-16 07:47;2.054154
2017-05-16 07:57;1.992188
2017-05-16 08:07;2.103596
2017-05-16 08:17;2.13142
2017-05-16 08:27;2.107629
2017-05-16 08:37;2.077042
2017-05-16 08:47;2.249571
2017-05-16 08:57;2.395292
2017-05-16 09:07;2.414723
2017-05-16 09:17;2.401781
2017-05-16 09:27;2.446065
2017-05-16 09:37;2.279759
2017-05-16 09:47;2.376234
2017-05-16 09:57;2.352176
2017-05-16 10:07;2.568516
2017-05-16 10:17;2.544126
2017-05-16 10:27;2.488551
2017-05-16 10:37;2.210008
2017-05-16 10:46;2.365604
2017-05-16 10:56;2.188379
2017-05-16 11:06;2.154621
2017-05-16 11:16;2.137605
2017-05-16 11:26;2.379148
2017-05-16 11:36;2.338839
2017-05-16 11:46;2.778852
2017-05-16 11:56;2.062899
2017-05-16 12:06;1.939621
2017-05-16 12:16;1.921998
2017-05-16 12:26;2.166478
2017-05-16 12:36;2.141895
2017-05-16 12:46;1.734911
2017-05-16 12:56;1.607794
2017-05-16 13:06;1.846849
2017-05-16 13:16;1.735611
2017-05-16 13:26;1.851016
2017-05-16 13:36;2.388395
2017-05-16 13:46;2.656467
2017-05-16 13:56;2.760781
2017-05-16 14:05;2.528218
2017-05-16 14:15;2.45812
2017-05-16 14:25;2.471523
2017-05-16 14:35;2.065235
2017-05-16 14:45;2.093516
2017-05-16 14:55;2.055705
2017-05-16 15:05;2.108726
2017-05-16 15:15;2.03361
2017-05-16 15:25;2.107204
